,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin
553,554,1,3,male,22.0,0,0,7.225,C
554,555,1,3,female,22.0,0,0,7.775,C
555,556,0,1,male,62.0,0,0,26.55,C
556,557,1,1,female,48.0,1,0,39.6,A
557,558,0,1,male,29.69911764705882,0,0,227.525,C
558,559,1,1,female,39.0,1,1,79.65,E
559,560,1,3,female,36.0,1,0,17.4,C
560,561,0,3,male,29.69911764705882,0,0,7.75,C
561,562,0,3,male,40.0,0,0,7.8958,C
562,563,0,2,male,28.0,0,0,13.5,C
563,564,0,3,male,29.69911764705882,0,0,8.05,C
564,565,0,3,female,29.69911764705882,0,0,8.05,C
565,566,0,3,male,24.0,2,0,24.15,C
566,567,0,3,male,19.0,0,0,7.8958,C
567,568,0,3,female,29.0,0,4,21.075,C
568,569,0,3,male,29.69911764705882,0,0,7.2292,C
569,570,1,3,male,32.0,0,0,7.8542,C
570,571,1,2,male,62.0,0,0,10.5,C
571,572,1,1,female,53.0,2,0,51.4792,C
572,573,1,1,male,36.0,0,0,26.3875,E
573,574,1,3,female,29.69911764705882,0,0,7.75,C
574,575,0,3,male,16.0,0,0,8.05,C
575,576,0,3,male,19.0,0,0,14.5,C
576,577,1,2,female,34.0,0,0,13.0,C
577,578,1,1,female,39.0,1,0,55.9,E
578,579,0,3,female,29.69911764705882,1,0,14.4583,C
579,580,1,3,male,32.0,0,0,7.925,C
580,581,1,2,female,25.0,1,1,30.0,C
581,582,1,1,female,39.0,1,1,110.8833,C
582,583,0,2,male,54.0,0,0,26.0,C
583,584,0,1,male,36.0,0,0,40.125,A
584,585,0,3,male,29.69911764705882,0,0,8.7125,C
585,586,1,1,female,18.0,0,2,79.65,E
586,587,0,2,male,47.0,0,0,15.0,C
587,588,1,1,male,60.0,1,1,79.2,B
588,589,0,3,male,22.0,0,0,8.05,C
589,590,0,3,male,29.69911764705882,0,0,8.05,C
590,591,0,3,male,35.0,0,0,7.125,C
591,592,1,1,female,52.0,1,0,78.2667,D
592,593,0,3,male,47.0,0,0,7.25,C
593,594,0,3,female,29.69911764705882,0,2,7.75,C
594,595,0,2,male,37.0,1,0,26.0,C
595,596,0,3,male,36.0,1,1,24.15,C
596,597,1,2,female,29.69911764705882,0,0,33.0,C
597,598,0,3,male,49.0,0,0,0.0,C
598,599,0,3,male,29.69911764705882,0,0,7.225,C
599,600,1,1,male,49.0,1,0,56.9292,A
600,601,1,2,female,24.0,2,1,27.0,C
601,602,0,3,male,29.69911764705882,0,0,7.8958,C
602,603,0,1,male,29.69911764705882,0,0,42.4,C
603,604,0,3,male,44.0,0,0,8.05,C
604,605,1,1,male,35.0,0,0,26.55,C
605,606,0,3,male,36.0,1,0,15.55,C
606,607,0,3,male,30.0,0,0,7.8958,C
607,608,1,1,male,27.0,0,0,30.5,C
608,609,1,2,female,22.0,1,2,41.5792,C
609,610,1,1,female,40.0,0,0,153.4625,C
610,611,0,3,female,39.0,1,5,31.275,C
611,612,0,3,male,29.69911764705882,0,0,7.05,C
612,613,1,3,female,29.69911764705882,1,0,15.5,C
613,614,0,3,male,29.69911764705882,0,0,7.75,C
614,615,0,3,male,35.0,0,0,8.05,C
615,616,1,2,female,24.0,1,2,65.0,C
616,617,0,3,male,34.0,1,1,14.4,C
617,618,0,3,female,26.0,1,0,16.1,C
618,619,1,2,female,4.0,2,1,39.0,F
619,620,0,2,male,26.0,0,0,10.5,C
620,621,0,3,male,27.0,1,0,14.4542,C
621,622,1,1,male,42.0,1,0,52.5542,D
622,623,1,3,male,20.0,1,1,15.7417,C
623,624,0,3,male,21.0,0,0,7.8542,C
624,625,0,3,male,21.0,0,0,16.1,C
625,626,0,1,male,61.0,0,0,32.3208,D
626,627,0,2,male,57.0,0,0,12.35,C
627,628,1,1,female,21.0,0,0,77.9583,D
628,629,0,3,male,26.0,0,0,7.8958,C
629,630,0,3,male,29.69911764705882,0,0,7.7333,C
630,631,1,1,male,80.0,0,0,30.0,A
631,632,0,3,male,51.0,0,0,7.0542,C
632,633,1,1,male,32.0,0,0,30.5,B
633,634,0,1,male,29.69911764705882,0,0,0.0,C
634,635,0,3,female,9.0,3,2,27.9,C
635,636,1,2,female,28.0,0,0,13.0,C
636,637,0,3,male,32.0,0,0,7.925,C
637,638,0,2,male,31.0,1,1,26.25,C
638,639,0,3,female,41.0,0,5,39.6875,C
639,640,0,3,male,29.69911764705882,1,0,16.1,C
640,641,0,3,male,20.0,0,0,7.8542,C
641,642,1,1,female,24.0,0,0,69.3,B
642,643,0,3,female,2.0,3,2,27.9,C
643,644,1,3,male,29.69911764705882,0,0,56.4958,C
644,645,1,3,female,0.75,2,1,19.2583,C
645,646,1,1,male,48.0,1,0,76.7292,D
646,647,0,3,male,19.0,0,0,7.8958,C
647,648,1,1,male,56.0,0,0,35.5,A
648,649,0,3,male,29.69911764705882,0,0,7.55,C
649,650,1,3,female,23.0,0,0,7.55,C
650,651,0,3,male,29.69911764705882,0,0,7.8958,C
651,652,1,2,female,18.0,0,1,23.0,C
652,653,0,3,male,21.0,0,0,8.4333,C
653,654,1,3,female,29.69911764705882,0,0,7.8292,C
654,655,0,3,female,18.0,0,0,6.75,C
655,656,0,2,male,24.0,2,0,73.5,C
656,657,0,3,male,29.69911764705882,0,0,7.8958,C
657,658,0,3,female,32.0,1,1,15.5,C
658,659,0,2,male,23.0,0,0,13.0,C
659,660,0,1,male,58.0,0,2,113.275,D
660,661,1,1,male,50.0,2,0,133.65,C
661,662,0,3,male,40.0,0,0,7.225,C
662,663,0,1,male,47.0,0,0,25.5875,E
663,664,0,3,male,36.0,0,0,7.4958,C
664,665,1,3,male,20.0,1,0,7.925,C
665,666,0,2,male,32.0,2,0,73.5,C
666,667,0,2,male,25.0,0,0,13.0,C
667,668,0,3,male,29.69911764705882,0,0,7.775,C
668,669,0,3,male,43.0,0,0,8.05,C
669,670,1,1,female,29.69911764705882,1,0,52.0,C
670,671,1,2,female,40.0,1,1,39.0,C
671,672,0,1,male,31.0,1,0,52.0,B
672,673,0,2,male,70.0,0,0,10.5,C
673,674,1,2,male,31.0,0,0,13.0,C
674,675,0,2,male,29.69911764705882,0,0,0.0,C
675,676,0,3,male,18.0,0,0,7.775,C
676,677,0,3,male,24.5,0,0,8.05,C
677,678,1,3,female,18.0,0,0,9.8417,C
678,679,0,3,female,43.0,1,6,46.9,C
679,680,1,1,male,36.0,0,1,512.3292,B
680,681,0,3,female,29.69911764705882,0,0,8.1375,C
681,682,1,1,male,27.0,0,0,76.7292,D
682,683,0,3,male,20.0,0,0,9.225,C
683,684,0,3,male,14.0,5,2,46.9,C
684,685,0,2,male,60.0,1,1,39.0,C
685,686,0,2,male,25.0,1,2,41.5792,C
686,687,0,3,male,14.0,4,1,39.6875,C
687,688,0,3,male,19.0,0,0,10.1708,C
688,689,0,3,male,18.0,0,0,7.7958,C
689,690,1,1,female,15.0,0,1,211.3375,B
690,691,1,1,male,31.0,1,0,57.0,B
691,692,1,3,female,4.0,0,1,13.4167,C
692,693,1,3,male,29.69911764705882,0,0,56.4958,C
693,694,0,3,male,25.0,0,0,7.225,C
694,695,0,1,male,60.0,0,0,26.55,C
695,696,0,2,male,52.0,0,0,13.5,C
696,697,0,3,male,44.0,0,0,8.05,C
697,698,1,3,female,29.69911764705882,0,0,7.7333,C
698,699,0,1,male,49.0,1,1,110.8833,C
699,700,0,3,male,42.0,0,0,7.65,F
700,701,1,1,female,18.0,1,0,227.525,C
701,702,1,1,male,35.0,0,0,26.2875,E
702,703,0,3,female,18.0,0,1,14.4542,C
703,704,0,3,male,25.0,0,0,7.7417,C
704,705,0,3,male,26.0,1,0,7.8542,C
705,706,0,2,male,39.0,0,0,26.0,C
706,707,1,2,female,45.0,0,0,13.5,C
707,708,1,1,male,42.0,0,0,26.2875,E
708,709,1,1,female,22.0,0,0,151.55,C
709,710,1,3,male,29.69911764705882,1,1,15.2458,C
710,711,1,1,female,24.0,0,0,49.5042,C
711,712,0,1,male,29.69911764705882,0,0,26.55,C
712,713,1,1,male,48.0,1,0,52.0,C
713,714,0,3,male,29.0,0,0,9.4833,C
714,715,0,2,male,52.0,0,0,13.0,C
715,716,0,3,male,19.0,0,0,7.65,F
716,717,1,1,female,38.0,0,0,227.525,C
717,718,1,2,female,27.0,0,0,10.5,E
718,719,0,3,male,29.69911764705882,0,0,15.5,C
719,720,0,3,male,33.0,0,0,7.775,C
720,721,1,2,female,6.0,0,1,33.0,C
721,722,0,3,male,17.0,1,0,7.0542,C
722,723,0,2,male,34.0,0,0,13.0,C
723,724,0,2,male,50.0,0,0,13.0,C
724,725,1,1,male,27.0,1,0,53.1,E
725,726,0,3,male,20.0,0,0,8.6625,C
726,727,1,2,female,30.0,3,0,21.0,C
727,728,1,3,female,29.69911764705882,0,0,7.7375,C
728,729,0,2,male,25.0,1,0,26.0,C
729,730,0,3,female,25.0,1,0,7.925,C
730,731,1,1,female,29.0,0,0,211.3375,B
731,732,0,3,male,11.0,0,0,18.7875,C
732,733,0,2,male,29.69911764705882,0,0,0.0,C
733,734,0,2,male,23.0,0,0,13.0,C
734,735,0,2,male,23.0,0,0,13.0,C
735,736,0,3,male,28.5,0,0,16.1,C
736,737,0,3,female,48.0,1,3,34.375,C
737,738,1,1,male,35.0,0,0,512.3292,B
738,739,0,3,male,29.69911764705882,0,0,7.8958,C
739,740,0,3,male,29.69911764705882,0,0,7.8958,C
740,741,1,1,male,29.69911764705882,0,0,30.0,D
741,742,0,1,male,36.0,1,0,78.85,C
742,743,1,1,female,21.0,2,2,262.375,B
743,744,0,3,male,24.0,1,0,16.1,C
744,745,1,3,male,31.0,0,0,7.925,C
745,746,0,1,male,70.0,1,1,71.0,B
746,747,0,3,male,16.0,1,1,20.25,C
747,748,1,2,female,30.0,0,0,13.0,C
748,749,0,1,male,19.0,1,0,53.1,D
749,750,0,3,male,31.0,0,0,7.75,C
750,751,1,2,female,4.0,1,1,23.0,C
751,752,1,3,male,6.0,0,1,12.475,E
752,753,0,3,male,33.0,0,0,9.5,C
753,754,0,3,male,23.0,0,0,7.8958,C
754,755,1,2,female,48.0,1,2,65.0,C
755,756,1,2,male,0.67,1,1,14.5,C
756,757,0,3,male,28.0,0,0,7.7958,C
757,758,0,2,male,18.0,0,0,11.5,C
758,759,0,3,male,34.0,0,0,8.05,C
759,760,1,1,female,33.0,0,0,86.5,B
760,761,0,3,male,29.69911764705882,0,0,14.5,C
761,762,0,3,male,41.0,0,0,7.125,C
762,763,1,3,male,20.0,0,0,7.2292,C
763,764,1,1,female,36.0,1,2,120.0,B
764,765,0,3,male,16.0,0,0,7.775,C
765,766,1,1,female,51.0,1,0,77.9583,D
766,767,0,1,male,29.69911764705882,0,0,39.6,C
767,768,0,3,female,30.5,0,0,7.75,C
768,769,0,3,male,29.69911764705882,1,0,24.15,C
769,770,0,3,male,32.0,0,0,8.3625,C
770,771,0,3,male,24.0,0,0,9.5,C
771,772,0,3,male,48.0,0,0,7.8542,C
772,773,0,2,female,57.0,0,0,10.5,E
773,774,0,3,male,29.69911764705882,0,0,7.225,C
774,775,1,2,female,54.0,1,3,23.0,C
775,776,0,3,male,18.0,0,0,7.75,C
776,777,0,3,male,29.69911764705882,0,0,7.75,F
777,778,1,3,female,5.0,0,0,12.475,C
778,779,0,3,male,29.69911764705882,0,0,7.7375,C
779,780,1,1,female,43.0,0,1,211.3375,B
780,781,1,3,female,13.0,0,0,7.2292,C
781,782,1,1,female,17.0,1,0,57.0,B
782,783,0,1,male,29.0,0,0,30.0,D
783,784,0,3,male,29.69911764705882,1,2,23.45,C
784,785,0,3,male,25.0,0,0,7.05,C
785,786,0,3,male,25.0,0,0,7.25,C
786,787,1,3,female,18.0,0,0,7.4958,C
787,788,0,3,male,8.0,4,1,29.125,C
788,789,1,3,male,1.0,1,2,20.575,C
789,790,0,1,male,46.0,0,0,79.2,B
790,791,0,3,male,29.69911764705882,0,0,7.75,C
791,792,0,2,male,16.0,0,0,26.0,C
792,793,0,3,female,29.69911764705882,8,2,69.55,C
793,794,0,1,male,29.69911764705882,0,0,30.6958,C
794,795,0,3,male,25.0,0,0,7.8958,C
795,796,0,2,male,39.0,0,0,13.0,C
796,797,1,1,female,49.0,0,0,25.9292,D
797,798,1,3,female,31.0,0,0,8.6833,C
798,799,0,3,male,30.0,0,0,7.2292,C
799,800,0,3,female,30.0,1,1,24.15,C
800,801,0,2,male,34.0,0,0,13.0,C
801,802,1,2,female,31.0,1,1,26.25,C
802,803,1,1,male,11.0,1,2,120.0,B
803,804,1,3,male,0.42,0,1,8.5167,C
804,805,1,3,male,27.0,0,0,6.975,C
805,806,0,3,male,31.0,0,0,7.775,C
806,807,0,1,male,39.0,0,0,0.0,A
807,808,0,3,female,18.0,0,0,7.775,C
808,809,0,2,male,39.0,0,0,13.0,C
809,810,1,1,female,33.0,1,0,53.1,E
810,811,0,3,male,26.0,0,0,7.8875,C
811,812,0,3,male,39.0,0,0,24.15,C
812,813,0,2,male,35.0,0,0,10.5,C
813,814,0,3,female,6.0,4,2,31.275,C
814,815,0,3,male,30.5,0,0,8.05,C
815,816,0,1,male,29.69911764705882,0,0,0.0,B
816,817,0,3,female,23.0,0,0,7.925,C
817,818,0,2,male,31.0,1,1,37.0042,C
818,819,0,3,male,43.0,0,0,6.45,C
819,820,0,3,male,10.0,3,2,27.9,C
820,821,1,1,female,52.0,1,1,93.5,B
821,822,1,3,male,27.0,0,0,8.6625,C
822,823,0,1,male,38.0,0,0,0.0,C
823,824,1,3,female,27.0,0,1,12.475,E
824,825,0,3,male,2.0,4,1,39.6875,C
825,826,0,3,male,29.69911764705882,0,0,6.95,C
826,827,0,3,male,29.69911764705882,0,0,56.4958,C
827,828,1,2,male,1.0,0,2,37.0042,C
828,829,1,3,male,29.69911764705882,0,0,7.75,C
829,830,1,1,female,62.0,0,0,80.0,B
830,831,1,3,female,15.0,1,0,14.4542,C
831,832,1,2,male,0.83,1,1,18.75,C
832,833,0,3,male,29.69911764705882,0,0,7.2292,C
833,834,0,3,male,23.0,0,0,7.8542,C
834,835,0,3,male,18.0,0,0,8.3,C
835,836,1,1,female,39.0,1,1,83.1583,E
836,837,0,3,male,21.0,0,0,8.6625,C
837,838,0,3,male,29.69911764705882,0,0,8.05,C
838,839,1,3,male,32.0,0,0,56.4958,C
839,840,1,1,male,29.69911764705882,0,0,29.7,C
840,841,0,3,male,20.0,0,0,7.925,C
841,842,0,2,male,16.0,0,0,10.5,C
842,843,1,1,female,30.0,0,0,31.0,C
843,844,0,3,male,34.5,0,0,6.4375,C
844,845,0,3,male,17.0,0,0,8.6625,C
845,846,0,3,male,42.0,0,0,7.55,C
846,847,0,3,male,29.69911764705882,8,2,69.55,C
847,848,0,3,male,35.0,0,0,7.8958,C
848,849,0,2,male,28.0,0,1,33.0,C
849,850,1,1,female,29.69911764705882,1,0,89.1042,C
850,851,0,3,male,4.0,4,2,31.275,C
851,852,0,3,male,74.0,0,0,7.775,C
852,853,0,3,female,9.0,1,1,15.2458,C
853,854,1,1,female,16.0,0,1,39.4,D
854,855,0,2,female,44.0,1,0,26.0,C
855,856,1,3,female,18.0,0,1,9.35,C
856,857,1,1,female,45.0,1,1,164.8667,C
857,858,1,1,male,51.0,0,0,26.55,E
858,859,1,3,female,24.0,0,3,19.2583,C
859,860,0,3,male,29.69911764705882,0,0,7.2292,C
860,861,0,3,male,41.0,2,0,14.1083,C
861,862,0,2,male,21.0,1,0,11.5,C
862,863,1,1,female,48.0,0,0,25.9292,D
863,864,0,3,female,29.69911764705882,8,2,69.55,C
864,865,0,2,male,24.0,0,0,13.0,C
865,866,1,2,female,42.0,0,0,13.0,C
866,867,1,2,female,27.0,1,0,13.8583,C
867,868,0,1,male,31.0,0,0,50.4958,A
868,869,0,3,male,29.69911764705882,0,0,9.5,C
869,870,1,3,male,4.0,1,1,11.1333,C
870,871,0,3,male,26.0,0,0,7.8958,C
871,872,1,1,female,47.0,1,1,52.5542,D
872,873,0,1,male,33.0,0,0,5.0,B
873,874,0,3,male,47.0,0,0,9.0,C
874,875,1,2,female,28.0,1,0,24.0,C
875,876,1,3,female,15.0,0,0,7.225,C
876,877,0,3,male,20.0,0,0,9.8458,C
877,878,0,3,male,19.0,0,0,7.8958,C
878,879,0,3,male,29.69911764705882,0,0,7.8958,C
879,880,1,1,female,56.0,0,1,83.1583,C
880,881,1,2,female,25.0,0,1,26.0,C
881,882,0,3,male,33.0,0,0,7.8958,C
882,883,0,3,female,22.0,0,0,10.5167,C
883,884,0,2,male,28.0,0,0,10.5,C
884,885,0,3,male,25.0,0,0,7.05,C
885,886,0,3,female,39.0,0,5,29.125,C
886,887,0,2,male,27.0,0,0,13.0,C
887,888,1,1,female,19.0,0,0,30.0,B
888,889,0,3,female,29.69911764705882,1,2,23.45,C
889,890,1,1,male,26.0,0,0,30.0,C
890,891,0,3,male,32.0,0,0,7.75,C
